"國家" "性別" "父母教育" "數學" "化學" "地科" "生物" "物理" "電腦" "書桌" "書" "房間" "網路" "書量"
"香港" "女生" "大學以上" 640.40261 549.40898 555.31999 611.23223 611.57506 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "大學以上" 617.07645 618.25225 616.09119 605.5365 610.42841 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "大學以上" 616.63399 559.23022 603.60163 591.23372 585.61164 "有" "有" "有" "無" "有" "200本以上"
"香港" "女生" "大學以上" 663.33669 573.70485 584.06652 622.0645 625.83048 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "大學以上" 749.39204 604.90605 655.79655 653.62424 601.48595 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "高中" 698.82637 639.31721 665.66852 632.00587 641.863 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "大學以上" 559.81773 617.49818 538.47077 615.07514 599.66772 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "大學以上" 681.02488 524.72075 619.63306 577.21016 545.45162 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "大學以上" 650.95662 581.08559 672.5539 612.58227 656.91352 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "大學以上" 588.20016 547.04312 585.76134 588.61079 561.79816 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "大學以上" 693.18618 524.85529 603.10168 600.0914 590.71774 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "大學以上" 626.31547 678.00511 687.32291 681.38429 681.37338 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "專科" 661.94594 572.76954 592.06876 510.68803 527.42868 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "大學以上" 622.32681 547.61388 571.12491 593.08186 580.48984 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "大學以上" 628.60221 565.67337 563.48241 568.54638 543.45138 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "大學以上" 704.6878 631.7093 566.10403 486.2597 545.65958 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 714.65946 673.0354 599.60291 567.37965 624.17744 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 681.13919 668.66789 710.57752 707.34138 715.81585 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "大學以上" 637.93195 556.78132 567.37845 542.48695 548.14831 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 643.90243 540.4267 610.00331 558.733 601.32752 "有" "無" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 640.19087 550.85482 592.79958 535.45896 595.99153 "有" "有" "有" "有" "有" "10本以下"
"香港" "女生" "大學以上" 670.76697 595.71123 665.69176 690.61153 685.52136 "有" "無" "有" "無" "有" "11-25本"
"香港" "女生" "大學以上" 669.94181 616.72109 624.83931 625.66201 612.18685 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "高中" 637.40044 496.82857 515.94742 548.58432 543.38177 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "初中" 595.91513 548.75508 590.88293 612.79755 579.6379 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 691.27397 596.23485 593.88306 632.55917 609.62906 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 620.16074 573.79781 517.78246 611.23561 557.79693 "有" "有" "有" "無" "有" "200本以上"
"香港" "女生" "國小以下" 665.69482 651.94447 663.10996 639.80538 634.38734 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 618.7443 519.16021 574.78625 535.4235 485.99456 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 651.79372 598.32674 623.57613 620.02651 565.39088 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "初中" 630.17016 516.01431 529.90017 504.25579 552.71506 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 652.32524 591.58234 613.02013 642.98925 606.64617 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "初中" 737.51198 535.93807 572.92426 547.30171 581.74713 "有" "有" "有" "有" "無" "26-100本"
"香港" "女生" "高中" 679.43056 566.118 601.43031 587.45912 581.08297 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 692.64539 559.47539 587.9546 616.73636 631.67908 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 636.25808 534.38072 531.90695 555.38917 513.45641 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 673.5365 599.02974 611.30283 638.9889 579.56195 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "國小以下" 690.80771 614.99429 553.60574 584.89467 567.43737 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "大學以上" 681.08287 543.09874 573.8599 561.64049 541.76768 "有" "有" "有" "無" "有" "200本以上"
"香港" "女生" "專科" 529.74678 467.45258 500.75113 519.299 518.43298 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 602.16986 537.11768 527.3403 522.57049 537.07272 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "大學以上" 593.85421 444.65613 504.95029 523.9681 538.90514 "有" "有" "有" "有" "有" "10本以下"
"香港" "女生" "高中" 643.02119 567.64119 593.99217 564.79524 579.54024 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 646.02414 618.35481 616.87406 657.02863 622.77525 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 558.83671 517.61312 489.55345 523.01698 519.1074 "有" "有" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 595.6749 508.57705 507.19471 481.81144 465.29839 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "大學以上" 584.03205 465.86599 522.79843 436.54532 437.13671 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "大學以上" 565.33468 611.01554 608.60057 617.42868 603.69295 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "大學以上" 656.07245 583.07687 615.55316 608.37264 616.0842 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 674.11607 586.49316 585.50286 617.29632 585.14432 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 533.61823 443.90435 437.169 465.52349 501.26625 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "高中" 603.01133 532.77318 642.03518 591.54731 522.33307 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "大學以上" 545.1346 414.21423 496.47167 488.32791 503.03036 "有" "無" "有" "有" "有" "101-200本"
"香港" "女生" "專科" 593.17308 480.25289 478.85528 494.94771 500.99707 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 701.60016 585.95611 612.33742 590.24485 576.31676 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "初中" 633.52731 548.74809 528.86295 557.22813 508.72871 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 645.20681 569.17617 599.9118 532.22555 567.5934 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 592.22804 526.74957 521.1815 567.52193 573.97795 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 582.03537 531.54099 528.01548 482.9138 539.41306 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "大學以上" 607.18189 485.5663 506.68123 503.05066 498.3953 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "大學以上" 662.69545 510.3117 536.63322 570.87886 570.52054 "有" "無" "有" "有" "有" "101-200本"
"香港" "女生" "國小以下" 674.71228 457.87455 568.75304 550.04499 513.20992 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "大學以上" 589.78934 520.9803 486.20896 483.55854 489.11493 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "大學以上" 597.40555 466.68684 506.83563 513.4468 520.26453 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "大學以上" 640.00796 554.86194 569.92021 553.41043 541.45192 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "大學以上" 581.42184 527.60959 478.36417 531.58114 554.54945 "有" "有" "有" "無" "有" "101-200本"
"香港" "男生" "初中" 483.36363 569.67034 569.65626 554.98884 559.81102 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 454.36131 510.67919 512.20391 462.67939 523.73711 "有" "無" "有" "無" "有" "11-25本"
"香港" "男生" "國小以下" 523.40747 521.71582 477.01457 491.56929 550.38106 "有" "有" "無" "有" "有" "10本以下"
"香港" "男生" "高中" 531.68558 536.29825 599.92533 557.28444 581.7971 "有" "有" "無" "無" "有" "10本以下"
"香港" "女生" "初中" 424.61561 480.71051 418.42713 472.06244 437.24069 "有" "無" "有" "無" "有" "11-25本"
"香港" "男生" "初中" 600.73018 526.13691 468.79575 499.07136 566.90131 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "專科" 497.31133 440.85948 516.84366 474.84162 469.43176 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 398.94116 465.99911 415.95281 455.73979 447.31354 "有" "無" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 589.33057 580.99219 655.96774 643.10938 612.43988 "有" "無" "無" "有" "有" "10本以下"
"香港" "男生" "大學以上" 567.33873 430.8198 528.4072 532.17853 616.72458 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "初中" 413.51668 448.94247 433.20433 508.046 483.76607 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 613.34802 482.13059 560.46187 572.3331 548.16784 "有" "有" "有" "無" "有" "26-100本"
"香港" "男生" "國小以下" 459.37635 358.04296 439.38233 376.23501 396.93391 "有" "無" "無" "無" "有" "11-25本"
"香港" "男生" "高中" 540.07643 574.36945 545.99477 569.28932 560.59259 "有" "有" "有" "無" "有" "11-25本"
"香港" "男生" "高中" 510.55186 528.91522 522.21217 573.12383 507.4269 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "大學以上" 575.7031 543.02814 564.52737 513.46557 546.3148 "有" "有" "有" "有" "有" "200本以上"
"香港" "男生" "初中" 477.81875 473.04258 480.64133 535.24871 547.96958 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "初中" 469.96992 531.92375 485.74546 485.97208 510.95622 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "初中" 410.42256 358.00848 378.47693 404.73527 379.71905 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "專科" 403.80603 401.36144 426.55573 355.47502 497.53922 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 588.31692 548.45317 627.62951 570.68944 648.94642 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 623.1152 577.48153 609.22207 516.81955 561.13051 "有" "無" "有" "無" "有" "11-25本"
"香港" "男生" "初中" 609.54561 541.57848 566.71735 609.67128 569.47088 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "高中" 542.16015 584.51605 576.23351 555.02823 565.2175 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "大學以上" 480.71678 523.44688 534.54941 508.434 522.73012 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 567.02521 487.73598 504.21259 490.46006 506.85592 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "大學以上" 503.47131 480.27712 436.63687 492.4867 427.79021 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "大學以上" 601.78058 569.0268 576.17601 622.63581 597.3312 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "國小以下" 599.07697 456.37034 489.59579 432.48223 503.65317 "有" "無" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 515.37338 485.61889 557.80621 545.53356 563.75289 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "初中" 418.23463 373.62768 418.98491 391.18329 375.0433 "有" "無" "有" "有" "有" "11-25本"
"香港" "女生" "初中" 606.12389 472.07378 448.25877 470.89745 463.15741 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 534.75568 478.18501 419.93451 493.90307 484.73367 "有" "有" "有" "無" "有" "10本以下"
"香港" "男生" "專科" 585.18771 517.68251 589.05193 561.52178 604.26546 "有" "有" "有" "有" "有" "200本以上"
"香港" "男生" "高中" 654.4236 558.0337 603.18853 555.66238 579.11536 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "大學以上" 494.41955 340.46956 275.93162 364.95714 322.76753 "有" "有" "有" "有" "有" "101-200本"
"香港" "男生" "高中" 583.87909 599.80007 672.16502 660.29707 635.74828 "有" "無" "有" "無" "有" "200本以上"
"香港" "男生" "高中" 599.21105 597.60584 582.01009 641.12803 591.75528 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 570.89431 539.8722 509.05496 543.53267 557.15907 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 524.04915 490.06093 469.47998 457.55518 485.76532 "有" "有" "有" "有" "有" "10本以下"
"香港" "女生" "初中" 525.299 472.50248 440.47803 489.0714 437.64211 "有" "無" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 521.67482 440.24322 426.37711 392.61266 434.44624 "有" "無" "有" "無" "有" "11-25本"
"香港" "男生" "初中" 585.26481 530.74687 601.55513 531.52637 571.63173 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "大學以上" 537.32778 384.10828 348.30748 386.00519 389.4565 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "高中" 502.68683 492.40115 418.74738 435.81886 463.57236 "有" "有" "有" "有" "有" "101-200本"
"香港" "男生" "大學以上" 573.15234 481.39769 522.93438 489.42623 499.20524 "有" "有" "有" "無" "有" "200本以上"
"香港" "女生" "國小以下" 343.22201 388.29173 376.28913 315.52645 332.46427 "有" "有" "無" "有" "有" "10本以下"
"香港" "女生" "初中" 436.92965 433.25015 324.32324 384.27512 444.03779 "有" "有" "有" "有" "有" "10本以下"
"香港" "女生" "初中" 385.29604 407.52198 384.78379 386.96679 366.80854 "有" "無" "有" "有" "有" "11-25本"
"香港" "男生" "國小以下" 589.1728 494.12151 537.40464 475.89738 485.3352 "有" "無" "無" "無" "有" "10本以下"
"香港" "女生" "初中" 590.14052 463.72173 456.80286 479.95229 488.0308 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "初中" 505.11401 471.96194 518.86277 543.40076 490.2246 "有" "無" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 518.25342 483.26961 479.01579 466.98973 467.29383 "有" "有" "無" "無" "有" "26-100本"
"香港" "男生" "專科" 512.94217 475.35171 433.93036 480.1177 482.51827 "有" "無" "有" "無" "有" "26-100本"
"香港" "男生" "國小以下" 458.19578 412.68143 402.78763 396.30543 376.98406 "有" "有" "有" "有" "有" "101-200本"
"香港" "男生" "高中" 377.98308 375.59278 376.81691 377.70005 390.96114 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "初中" 575.52768 533.63855 620.68773 578.31765 598.17747 "有" "無" "有" "無" "有" "26-100本"
"香港" "女生" "國小以下" 492.23807 335.62239 289.46941 306.23746 285.1882 "有" "無" "無" "無" "有" "11-25本"
"香港" "男生" "高中" 486.17686 515.30563 522.2054 556.95503 519.09911 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "初中" 572.60171 505.62493 451.63479 506.38696 508.40181 "有" "無" "有" "有" "有" "10本以下"
"香港" "女生" "初中" 466.54975 536.55052 506.42569 479.69642 511.52546 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "高中" 626.94777 471.09876 521.16361 516.25479 528.80458 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "初中" 551.34006 560.82139 547.25207 577.15419 538.57377 "有" "無" "有" "有" "有" "10本以下"
"香港" "女生" "高中" 450.31331 435.9092 331.4456 390.79038 377.96749 "有" "有" "有" "無" "有" "200本以上"
"香港" "男生" "高中" 438.65258 419.56277 413.42295 423.44812 419.25245 "有" "有" "無" "有" "有" "10本以下"
"香港" "女生" "初中" 453.68644 474.68973 449.58295 407.46514 458.24095 "有" "有" "無" "有" "有" "10本以下"
"香港" "男生" "初中" 411.8095 398.88209 460.52542 407.20589 437.53322 "有" "有" "無" "有" "有" "11-25本"
"香港" "男生" "初中" 437.59927 504.56436 446.60355 459.55651 427.95235 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "國小以下" 409.28533 395.82883 411.82381 324.78173 360.66262 "有" "有" "無" "有" "有" "10本以下"
"香港" "男生" "高中" 439.08845 427.30849 464.02255 438.87409 458.1829 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "高中" 500.93987 422.43491 379.80405 465.15437 409.45915 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "高中" 447.59048 489.10522 472.12616 464.64383 471.48764 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 473.25153 432.6675 510.82464 497.58308 456.13128 "有" "有" "無" "無" "有" "11-25本"
"香港" "男生" "國小以下" 591.23138 585.50591 603.95176 567.69182 550.76284 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "高中" 516.66301 462.00781 446.44818 484.08413 454.81441 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 496.14159 499.97688 562.72561 619.80502 535.1253 "有" "無" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 583.45685 471.63777 430.03682 473.16173 488.53817 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "專科" 554.05552 440.79293 459.269 498.77152 489.3205 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "大學以上" 478.54122 492.16776 493.6196 506.03562 557.94554 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "高中" 594.64305 486.88229 555.88813 506.17954 549.67598 "有" "無" "有" "無" "有" "10本以下"
"香港" "男生" "大學以上" 553.09863 500.08293 568.01163 552.82734 528.06709 "有" "有" "有" "有" "有" "10本以下"
"香港" "女生" "高中" 558.80319 549.7864 501.42304 525.15098 499.90224 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "初中" 578.97287 428.07499 437.0684 433.04743 390.65181 "有" "有" "無" "無" "無" "11-25本"
"香港" "男生" "大學以上" 465.46493 335.57569 381.662 363.83362 399.53633 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "初中" 598.75517 561.05129 576.33258 495.47319 559.90148 "有" "有" "有" "無" "有" "26-100本"
"香港" "男生" "高中" 635.06901 515.82096 526.35481 514.8538 574.41822 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "初中" 524.92067 437.79225 447.71976 433.41786 442.20745 "有" "無" "無" "無" "有" "10本以下"
"香港" "男生" "高中" 496.71098 477.77988 558.07222 417.16919 477.14016 "有" "無" "無" "無" "有" "26-100本"
"香港" "女生" "初中" 476.39549 500.85861 470.61616 461.15565 485.57535 "有" "無" "無" "有" "無" "10本以下"
"香港" "男生" "高中" 512.47434 462.52903 413.95727 469.3652 475.40419 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "高中" 514.65091 424.87312 385.56809 405.06959 404.44318 "有" "無" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 532.63911 611.20135 661.04688 564.27128 642.29738 "有" "無" "有" "無" "無" "26-100本"
"香港" "男生" "高中" 628.33483 604.78756 612.98151 627.46497 647.91378 "有" "有" "有" "有" "有" "10本以下"
"香港" "女生" "高中" 502.45766 511.64712 545.94404 520.09366 523.31256 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 625.42328 575.70715 532.91405 545.12526 544.0228 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "國小以下" 525.63029 537.98664 560.30955 574.23197 569.33668 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "初中" 471.71318 406.9689 376.8887 344.97347 386.17617 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "初中" 467.52374 409.42412 417.84939 389.60423 449.05387 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "國小以下" 502.03587 303.15997 403.35239 285.65411 352.50107 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "專科" 600.00246 454.76989 459.00637 416.07087 451.48389 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "專科" 523.44322 442.39566 451.17325 491.31233 475.38925 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 570.35006 444.42165 453.61942 490.49552 478.64164 "有" "有" "有" "有" "有" "101-200本"
"香港" "男生" "專科" 582.38074 543.56311 544.43688 505.93011 580.70184 "有" "有" "有" "有" "無" "26-100本"
"香港" "男生" "高中" 542.34395 518.74799 543.09273 511.82268 536.69269 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "高中" 525.71599 369.04718 379.34447 397.87161 407.68521 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "高中" 356.50388 367.61171 354.36481 352.39054 353.83682 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 594.82361 546.22434 580.37102 577.15375 567.94649 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 592.15865 577.56052 593.48262 595.92236 573.29382 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "初中" 492.35159 471.17667 444.50959 414.46126 411.05621 "有" "無" "有" "無" "有" "11-25本"
"香港" "男生" "高中" 586.03286 466.08814 534.87653 527.17194 527.31913 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "高中" 582.64935 515.39564 487.02185 559.22858 492.51452 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "大學以上" 615.13732 494.37203 550.4438 504.80179 513.60731 "有" "有" "有" "有" "有" "101-200本"
"香港" "男生" "高中" 581.01681 581.96808 562.44781 524.89031 550.22208 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "大學以上" 622.17664 575.72363 656.76949 664.67321 631.30101 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "大學以上" 657.32364 437.45193 487.86746 485.70814 525.58743 "有" "無" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 568.87909 528.46852 542.38689 502.48393 581.23245 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "大學以上" 657.98041 519.73687 580.85384 509.96309 532.53117 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 575.13639 610.44597 664.38799 633.15001 597.59274 "有" "有" "無" "無" "無" "26-100本"
"香港" "女生" "大學以上" 707.83243 614.13187 647.31389 616.90625 609.51722 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "大學以上" 614.09216 542.19922 589.85477 509.2076 513.74915 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "大學以上" 622.88447 534.59807 583.44916 611.39514 543.55897 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "大學以上" 633.92698 560.32832 558.0564 536.12444 536.25515 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 586.76036 526.99682 515.45184 538.30274 514.22193 "有" "無" "有" "有" "有" "101-200本"
"香港" "女生" "高中" 576.40389 546.86439 523.28714 562.26952 542.60119 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "大學以上" 735.55541 730.20494 698.62861 715.10172 684.05218 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "大學以上" 470.17003 432.61818 443.47554 439.91174 412.04476 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "專科" 614.05484 556.49338 580.11275 683.57405 568.10808 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 555.06402 513.79956 517.78137 537.09335 480.28715 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 576.2335 474.98804 498.26764 552.80039 506.61511 "有" "有" "有" "有" "有" "101-200本"
"香港" "男生" "專科" 639.13532 542.35198 593.33543 605.23928 562.9303 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 587.3083 588.40664 640.5325 554.21087 602.25923 "有" "有" "有" "有" "有" "101-200本"
"香港" "男生" "高中" 700.90339 614.91813 644.96057 588.63502 611.79579 "有" "無" "無" "無" "有" "10本以下"
"香港" "女生" "初中" 625.17825 550.9684 511.93932 564.11176 554.08147 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "專科" 623.32638 512.57347 629.3238 597.58183 633.78559 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "高中" 584.4944 520.9444 556.22027 553.50819 520.13938 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "大學以上" 609.15667 466.76802 571.93593 529.86656 536.6473 "有" "無" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 596.2872 513.56213 521.10752 505.0211 469.53127 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "專科" 577.40581 524.91399 554.93657 521.85461 533.34384 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "初中" 552.87908 541.4086 497.34336 525.73516 540.78328 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 583.01807 457.3254 448.0723 509.9871 463.76396 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "高中" 591.42825 507.24196 502.84149 556.71651 514.22106 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "專科" 563.04805 433.01786 452.42683 433.12719 442.03341 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "高中" 553.98356 459.30119 454.87333 478.86379 443.83583 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "專科" 558.49234 472.70216 431.3862 445.16666 423.60317 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 629.64189 483.14555 470.27639 460.36972 509.46456 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 538.87965 469.59433 438.64757 425.34448 409.48064 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "大學以上" 616.54929 530.41976 580.42645 564.39938 568.15598 "有" "有" "有" "無" "有" "11-25本"
"香港" "男生" "高中" 626.11022 626.89323 620.1629 605.17316 639.38803 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "大學以上" 624.77712 555.58044 508.24251 493.29914 493.96385 "有" "有" "有" "無" "有" "26-100本"
"香港" "男生" "大學以上" 477.07751 460.47163 516.34273 421.44287 425.63472 "有" "有" "有" "無" "有" "200本以上"
"香港" "男生" "高中" 617.9692 485.40667 469.47955 468.41309 452.21177 "有" "有" "無" "有" "有" "10本以下"
"香港" "男生" "初中" 609.28952 554.16177 517.99152 484.95025 502.99796 "有" "有" "有" "無" "有" "11-25本"
"香港" "男生" "大學以上" 669.81511 576.03536 562.39282 559.18952 564.99131 "有" "有" "有" "有" "有" "200本以上"
"香港" "男生" "大學以上" 661.37822 593.94013 613.04272 598.80421 614.40574 "有" "有" "有" "無" "有" "200本以上"
"香港" "男生" "初中" 696.79562 567.84054 687.15193 674.30699 650.68609 "有" "有" "有" "無" "有" "101-200本"
"香港" "男生" "高中" 523.7592 526.17477 541.1847 516.69505 527.76747 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "大學以上" 441.75844 355.16034 396.24083 348.00611 387.55294 "無" "有" "有" "有" "有" "10本以下"
"香港" "男生" "高中" 636.16556 502.08131 561.64835 539.05648 485.54578 "有" "無" "無" "無" "有" "26-100本"
"香港" "男生" "高中" 480.43409 490.94681 457.73587 445.67076 469.78724 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 626.04977 592.5243 642.86879 632.54662 638.60941 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "大學以上" 618.50653 502.1842 505.75455 466.6756 483.66405 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 484.97047 337.50075 457.33533 395.12713 418.53843 "無" "有" "無" "有" "有" "10本以下"
"香港" "男生" "大學以上" 615.92716 611.79143 601.8697 533.85568 533.50129 "有" "有" "有" "有" "有" "101-200本"
"香港" "男生" "大學以上" 680.03582 634.82564 697.9998 619.71194 683.9674 "有" "有" "有" "有" "有" "26-100本"
